""	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"
"Tery_4478"	1464	3397	2645	1223	3155	1510	1587	"   401.50"	"   522.56"	"   484.65"	"   402.94"	"   573.04"	"   270.50"	"   447.35"	" 8.6493"	" 9.0295"	" 8.9208"	" 8.6545"	" 9.1625"	" 8.0796"	" 8.8053"
"Tery_4479"	1860	3268	2416	1675	2304	3243	1567	"   510.11"	"   502.71"	"   442.69"	"   551.86"	"   418.47"	"   580.95"	"   441.71"	" 8.9947"	" 8.9736"	" 8.7902"	" 9.1082"	" 8.7090"	" 9.1823"	" 8.7870"
"Tery_4480"	1055	1350	1101	707	1233	878	641	"   289.33"	"   207.67"	"   201.74"	"   232.93"	"   223.95"	"   157.29"	"   180.69"	" 8.1766"	" 7.6982"	" 7.6564"	" 7.8638"	" 7.8071"	" 7.2973"	" 7.4974"
"Tery_4481"	1418	2006	1421	982	1523	1919	910	"   388.89"	"   308.58"	"   260.37"	"   323.54"	"   276.62"	"   343.77"	"   256.52"	" 8.6032"	" 8.2696"	" 8.0245"	" 8.3378"	" 8.1118"	" 8.4253"	" 8.0030"
"Tery_4482"	656	1273	1018	655	1240	927	688	"   179.91"	"   195.82"	"   186.53"	"   215.80"	"   225.22"	"   166.06"	"   193.94"	" 7.4912"	" 7.6135"	" 7.5433"	" 7.7536"	" 7.8152"	" 7.3757"	" 7.5995"
"Tery_4484"	314	402	511	244	565	310	389	"    86.11"	"    61.84"	"    93.63"	"    80.39"	"   102.62"	"    55.53"	"   109.65"	" 6.4284"	" 5.9507"	" 6.5491"	" 6.3291"	" 6.6813"	" 5.7956"	" 6.7769"
"Tery_4485"	1592	3370	1995	1316	2513	2314	1236	"   436.61"	"   518.40"	"   365.55"	"   433.58"	"   456.43"	"   414.53"	"   348.41"	" 8.7702"	" 9.0180"	" 8.5140"	" 8.7602"	" 8.8343"	" 8.6954"	" 8.4447"
"Tery_4486"	151	244	198	158	273	214	116	"    41.41"	"    37.53"	"    36.28"	"    52.06"	"    49.58"	"    38.34"	"    32.70"	" 5.3723"	" 5.2305"	" 5.1815"	" 5.7023"	" 5.6321"	" 5.2610"	" 5.0316"
"Tery_4487"	132	240	213	127	229	282	138	"    36.20"	"    36.92"	"    39.03"	"    41.84"	"    41.59"	"    50.52"	"    38.90"	" 5.1784"	" 5.2067"	" 5.2868"	" 5.3872"	" 5.3786"	" 5.6590"	" 5.2821"
"Tery_4488"	143	331	262	105	319	220	154	"    39.22"	"    50.92"	"    48.01"	"    34.59"	"    57.94"	"    39.41"	"    43.41"	" 5.2938"	" 5.6704"	" 5.5855"	" 5.1129"	" 5.8567"	" 5.3009"	" 5.4403"
"Tery_4489"	111	298	202	111	186	334	134	"    30.44"	"    45.84"	"    37.01"	"    36.57"	"    33.78"	"    59.83"	"    37.77"	" 4.9285"	" 5.5189"	" 5.2103"	" 5.1930"	" 5.0786"	" 5.9031"	" 5.2397"
"Tery_4490"	256	477	414	246	447	500	242	"    70.21"	"    73.38"	"    75.86"	"    81.05"	"    81.19"	"    89.57"	"    68.22"	" 6.1338"	" 6.1974"	" 6.2454"	" 6.3409"	" 6.3434"	" 6.4851"	" 6.0923"
"Tery_4491"	52	134	104	89	139	158	73	"    14.26"	"    20.61"	"    19.06"	"    29.32"	"    25.25"	"    28.30"	"    20.58"	" 3.8350"	" 4.3662"	" 4.2529"	" 4.8744"	" 4.6586"	" 4.8235"	" 4.3637"
"Tery_4492"	1264	2740	2242	1165	2220	2528	1491	"   346.65"	"   421.49"	"   410.81"	"   383.83"	"   403.21"	"   452.87"	"   420.29"	" 8.4374"	" 8.7194"	" 8.6823"	" 8.5844"	" 8.6554"	" 8.8230"	" 8.7153"
"Tery_4493"	78	125	130	59	124	173	81	"    21.39"	"    19.23"	"    23.82"	"    19.44"	"    22.52"	"    30.99"	"    22.83"	" 4.4196"	" 4.2659"	" 4.5747"	" 4.2816"	" 4.4939"	" 4.9543"	" 4.5137"
"Tery_4494"	529	1155	809	456	1027	601	433	"   145.08"	"   177.67"	"   148.23"	"   150.24"	"   186.53"	"   107.66"	"   122.06"	" 7.1808"	" 7.4732"	" 7.2118"	" 7.2312"	" 7.5434"	" 6.7505"	" 6.9315"
"Tery_4495"	208	262	263	177	245	407	184	"    57.04"	"    40.30"	"    48.19"	"    58.32"	"    44.50"	"    72.91"	"    51.87"	" 5.8343"	" 5.3332"	" 5.5910"	" 5.8661"	" 5.4760"	" 6.1882"	" 5.6970"
"Tery_R0047"	509	332	705	553	711	345	1117	"   139.59"	"    51.07"	"   129.18"	"   182.20"	"   129.14"	"    61.80"	"   314.87"	" 7.1252"	" 5.6747"	" 7.0133"	" 7.5094"	" 7.0129"	" 5.9499"	" 8.2986"
"Tery_4496"	36	64	45	35	48	82	42	"     9.87"	"     9.85"	"     8.25"	"    11.53"	"     8.72"	"    14.69"	"    11.84"	" 3.3049"	" 3.3009"	" 3.0453"	" 3.5287"	" 3.1257"	" 3.8777"	" 3.5667"
"Tery_4497"	800	782	533	1022	1105	822	438	"   219.40"	"   120.29"	"    97.66"	"   336.72"	"   200.70"	"   147.25"	"   123.47"	" 7.7775"	" 6.9105"	" 6.6099"	" 8.3954"	" 7.6490"	" 7.2023"	" 6.9481"
"Tery_4498"	360	421	247	611	576	430	195	"    98.73"	"    64.76"	"    45.26"	"   201.30"	"   104.62"	"    77.03"	"    54.97"	" 6.6256"	" 6.0173"	" 5.5004"	" 7.6533"	" 6.7091"	" 6.2675"	" 5.7808"
"Tery_4499"	15	10	14	13	12	10	6	"     4.11"	"     1.54"	"     2.57"	"     4.28"	"     2.18"	"     1.79"	"     1.69"	" 2.0440"	" 0.6307"	" 1.3647"	" 2.1020"	" 1.1306"	" 0.8491"	" 0.7666"
"Tery_4500"	433	958	566	411	841	507	400	"   118.75"	"   147.37"	"   103.71"	"   135.41"	"   152.75"	"    90.82"	"   112.75"	" 6.8919"	" 7.2034"	" 6.6965"	" 7.0813"	" 7.2551"	" 6.5052"	" 6.8172"
"Tery_4501"	119	259	224	79	208	110	142	"    32.64"	"    39.84"	"    41.04"	"    26.03"	"    37.78"	"    19.71"	"    40.03"	" 5.0288"	" 5.3166"	" 5.3595"	" 4.7025"	" 5.2399"	" 4.3013"	" 5.3233"
"Tery_4502"	135	307	233	143	289	226	174	"    37.02"	"    47.23"	"    42.69"	"    47.11"	"    52.49"	"    40.49"	"    49.05"	" 5.2108"	" 5.5618"	" 5.4163"	" 5.5584"	" 5.7143"	" 5.3397"	" 5.6164"
"Tery_4503"	2638	5943	4478	1460	2359	5054	2402	"   723.47"	"   914.21"	"   820.51"	"   481.02"	"   428.46"	"   905.38"	"   677.09"	" 9.4988"	" 9.8364"	" 9.6804"	" 8.9100"	" 8.7431"	" 9.8224"	" 9.4032"
"Tery_4504"	196	297	194	157	291	302	153	"    53.75"	"    45.69"	"    35.55"	"    51.73"	"    52.85"	"    54.10"	"    43.13"	" 5.7485"	" 5.5140"	" 5.1521"	" 5.6931"	" 5.7242"	" 5.7578"	" 5.4309"
"Tery_4505"	1227	1775	1463	1045	1684	1659	1014	"   336.50"	"   273.05"	"   268.07"	"   344.29"	"   305.86"	"   297.19"	"   285.83"	" 8.3945"	" 8.0931"	" 8.0665"	" 8.4275"	" 8.2568"	" 8.2153"	" 8.1591"
"Tery_4506"	79	177	162	80	173	140	108	"    21.67"	"    27.23"	"    29.68"	"    26.36"	"    31.42"	"    25.08"	"    30.44"	" 4.4380"	" 4.7675"	" 4.8921"	" 4.7207"	" 4.9741"	" 4.6490"	" 4.9285"
"Tery_4507"	158	328	231	149	260	348	178	"    43.33"	"    50.46"	"    42.33"	"    49.09"	"    47.22"	"    62.34"	"    50.18"	" 5.4377"	" 5.6572"	" 5.4038"	" 5.6177"	" 5.5617"	" 5.9623"	" 5.6492"
"Tery_4509"	2938	5949	5197	2861	4610	7943	3694	"   805.75"	"   915.13"	"   952.26"	"   942.61"	"   837.31"	"  1422.92"	"  1041.29"	" 9.6542"	" 9.8378"	" 9.8952"	" 9.8805"	" 9.7096"	"10.4746"	"10.0242"
"Tery_4510"	22	20	19	13	25	8	14	"     6.03"	"     3.08"	"     3.48"	"     4.28"	"     4.54"	"     1.43"	"     3.95"	" 2.5954"	" 1.6260"	" 1.8038"	" 2.1020"	" 2.1861"	" 0.5292"	" 1.9842"
"Tery_4511"	1351	3037	2309	1449	2450	3356	1356	"   370.51"	"   467.18"	"   423.08"	"   477.40"	"   444.99"	"   601.20"	"   382.24"	" 8.5334"	" 8.8679"	" 8.7248"	" 8.8991"	" 8.7977"	" 9.2317"	" 8.5784"
"Tery_4512"	33	60	62	25	60	37	39	"     9.05"	"     9.23"	"    11.36"	"     8.24"	"    10.90"	"     6.63"	"    10.99"	" 3.1796"	" 3.2079"	" 3.5072"	" 3.0438"	" 3.4473"	" 2.7308"	" 3.4599"
"Tery_4513"	110	276	282	107	290	183	207	"    30.17"	"    42.46"	"    51.67"	"    35.25"	"    52.67"	"    32.78"	"    58.35"	" 4.9154"	" 5.4083"	" 5.6916"	" 5.1401"	" 5.7192"	" 5.0353"	" 5.8669"
"Tery_4514"	183	347	237	152	220	349	175	"    50.19"	"    53.38"	"    43.43"	"    50.08"	"    39.96"	"    62.52"	"    49.33"	" 5.6496"	" 5.7385"	" 5.4408"	" 5.6464"	" 5.3208"	" 5.9665"	" 5.6247"
"Tery_4515"	507	662	514	573	561	709	421	"   139.04"	"   101.83"	"    94.18"	"   188.78"	"   101.89"	"   127.01"	"   118.67"	" 7.1195"	" 6.6702"	" 6.5575"	" 7.5607"	" 6.6711"	" 6.9889"	" 6.8910"
"Tery_4516"	180	337	343	78	203	192	211	"    49.37"	"    51.84"	"    62.85"	"    25.70"	"    36.87"	"    34.40"	"    59.48"	" 5.6257"	" 5.6963"	" 5.9740"	" 4.6842"	" 5.2048"	" 5.1045"	" 5.8945"
"Tery_4518"	325	605	616	353	576	770	331	"    89.13"	"    93.07"	"   112.87"	"   116.30"	"   104.62"	"   137.94"	"    93.30"	" 6.4780"	" 6.5403"	" 6.8187"	" 6.8619"	" 6.7091"	" 7.1080"	" 6.5440"
"Tery_4520"	32	66	36	19	43	34	28	"     8.78"	"    10.15"	"     6.60"	"     6.26"	"     7.81"	"     6.09"	"     7.89"	" 3.1352"	" 3.3452"	" 2.7239"	" 2.6484"	" 2.9672"	" 2.6090"	" 2.9824"
"Tery_4522"	1401	2980	2353	1270	2442	2494	1451	"   384.22"	"   458.41"	"   431.15"	"   418.42"	"   443.54"	"   446.78"	"   409.02"	" 8.5858"	" 8.8405"	" 8.7521"	" 8.7089"	" 8.7929"	" 8.8034"	" 8.6760"
"Tery_4524"	673	1220	1689	769	1858	889	1568	"   184.57"	"   187.67"	"   309.48"	"   253.36"	"   337.46"	"   159.26"	"   442.00"	" 7.5281"	" 7.5521"	" 8.2737"	" 7.9851"	" 8.3986"	" 7.3153"	" 8.7879"
"Tery_4525"	185	280	239	141	301	266	121	"    50.74"	"    43.07"	"    43.79"	"    46.45"	"    54.67"	"    47.65"	"    34.11"	" 5.6652"	" 5.4290"	" 5.4529"	" 5.5381"	" 5.7729"	" 5.5748"	" 5.0925"
"Tery_4526"	148	275	256	122	255	189	171	"    40.59"	"    42.30"	"    46.91"	"    40.20"	"    46.32"	"    33.86"	"    48.20"	" 5.3434"	" 5.4030"	" 5.5521"	" 5.3293"	" 5.5337"	" 5.0818"	" 5.5913"
"Tery_4528"	11	13	11	5	28	12	9	"     3.02"	"     2.00"	"     2.02"	"     1.65"	"     5.09"	"     2.15"	"     2.54"	" 1.5978"	" 1.0070"	" 1.0183"	" 0.7289"	" 2.3492"	" 1.1108"	" 1.3488"
"Tery_4529"	82	126	73	106	106	141	54	"    22.49"	"    19.38"	"    13.38"	"    34.92"	"    19.25"	"    25.26"	"    15.22"	" 4.4918"	" 4.2774"	" 3.7426"	" 5.1265"	" 4.2677"	" 4.6593"	" 3.9290"
"Tery_4530"	16	16	19	7	12	13	18	"     4.39"	"     2.46"	"     3.48"	"     2.31"	"     2.18"	"     2.33"	"     5.07"	" 2.1368"	" 1.3052"	" 1.8038"	" 1.2118"	" 1.1306"	" 1.2258"	" 2.3459"
"Tery_4531"	283	635	488	297	626	425	298	"    77.61"	"    97.68"	"    89.42"	"    97.85"	"   113.70"	"    76.13"	"    84.00"	" 6.2784"	" 6.6102"	" 6.4826"	" 6.6127"	" 6.8292"	" 6.2507"	" 6.3925"
"Tery_4532"	1527	2549	2607	1372	2400	2380	1651	"   418.78"	"   392.11"	"   477.69"	"   452.03"	"   435.91"	"   426.36"	"   465.39"	" 8.7101"	" 8.6152"	" 8.8999"	" 8.8203"	" 8.7679"	" 8.7359"	" 8.8623"
"Tery_4533"	317	560	474	285	566	463	278	"    86.94"	"    86.14"	"    86.85"	"    93.90"	"   102.80"	"    82.94"	"    78.36"	" 6.4421"	" 6.4288"	" 6.4407"	" 6.5532"	" 6.6839"	" 6.3742"	" 6.2923"
"Tery_4534"	279	409	392	199	434	255	224	"    76.52"	"    62.92"	"    71.83"	"    65.56"	"    78.83"	"    45.68"	"    63.14"	" 6.2579"	" 5.9756"	" 6.1667"	" 6.0351"	" 6.3008"	" 5.5138"	" 5.9808"
"Tery_4535"	2533	4028	3774	1857	3848	2850	2215	"   694.68"	"   619.62"	"   691.52"	"   611.82"	"   698.90"	"   510.55"	"   624.38"	" 9.4402"	" 9.2753"	" 9.4336"	" 9.2570"	" 9.4490"	" 8.9959"	" 9.2863"
"Tery_4536"	1765	3096	2100	1500	2647	2899	1499	"   484.05"	"   476.25"	"   384.79"	"   494.20"	"   480.77"	"   519.33"	"   422.55"	" 8.9190"	" 8.8956"	" 8.5880"	" 8.9490"	" 8.9092"	" 9.0205"	" 8.7230"
"Tery_4537"	427	640	527	589	744	1037	446	"   117.10"	"    98.45"	"    96.56"	"   194.06"	"   135.13"	"   185.77"	"   125.72"	" 6.8718"	" 6.6215"	" 6.5936"	" 7.6004"	" 7.0783"	" 7.5374"	" 6.9742"
"Tery_4538"	162	382	304	150	254	348	161	"    44.43"	"    58.76"	"    55.70"	"    49.42"	"    46.13"	"    62.34"	"    45.38"	" 5.4737"	" 5.8771"	" 5.7999"	" 5.6273"	" 5.5281"	" 5.9623"	" 5.5044"
"Tery_4539"	391	1017	853	384	713	1211	522	"   107.23"	"   156.44"	"   156.30"	"   126.52"	"   129.50"	"   216.94"	"   147.14"	" 6.7447"	" 7.2896"	" 7.2882"	" 6.9833"	" 7.0169"	" 7.7612"	" 7.2012"
"Tery_4540"	1088	2467	1981	758	1681	2003	1156	"   298.38"	"   379.50"	"   362.98"	"   249.74"	"   305.32"	"   358.82"	"   325.86"	" 8.2211"	" 8.5680"	" 8.5038"	" 7.9643"	" 8.2542"	" 8.4872"	" 8.3482"
"Tery_4542"	7	5	9	6	5	5	1	"     1.92"	"     0.77"	"     1.65"	"     1.98"	"     0.91"	"     0.90"	"     0.28"	" 0.9484"	"-0.3600"	" 0.7304"	" 0.9905"	"-0.1232"	"-0.1429"	"-1.7765"
"Tery_4543"	19	46	53	19	34	29	29	"     5.21"	"     7.08"	"     9.71"	"     6.26"	"     6.18"	"     5.20"	"     8.17"	" 2.3843"	" 2.8250"	" 3.2811"	" 2.6484"	" 2.6289"	" 2.3799"	" 3.0329"
"Tery_4550"	13	7	12	6	9	8	7	"     3.57"	"     1.08"	"     2.20"	"     1.98"	"     1.63"	"     1.43"	"     1.97"	" 1.8380"	" 0.1201"	" 1.1433"	" 0.9905"	" 0.7178"	" 0.5292"	" 0.9878"
"Tery_4566"	162	309	287	153	328	170	180	"    44.43"	"    47.53"	"    52.59"	"    50.41"	"    59.57"	"    30.45"	"    50.74"	" 5.4737"	" 5.5712"	" 5.7169"	" 5.6559"	" 5.8969"	" 4.9290"	" 5.6653"
"Tery_4567"	247	448	340	307	464	666	273	"    67.74"	"    68.92"	"    62.30"	"   101.15"	"    84.28"	"   119.31"	"    76.95"	" 6.0821"	" 6.1070"	" 5.9614"	" 6.6604"	" 6.3972"	" 6.8987"	" 6.2661"
"Tery_4568"	15	32	34	15	40	27	9	"     4.11"	"     4.92"	"     6.23"	"     4.94"	"     7.27"	"     4.84"	"     2.54"	" 2.0440"	" 2.3023"	" 2.6415"	" 2.3080"	" 2.8630"	" 2.2770"	" 1.3488"
"Tery_4569"	169	203	200	151	263	256	116	"    46.35"	"    31.23"	"    36.65"	"    49.75"	"    47.77"	"    45.86"	"    32.70"	" 5.5348"	" 4.9652"	" 5.1960"	" 5.6369"	" 5.5783"	" 5.5195"	" 5.0316"
"Tery_4570"	71	160	127	97	133	121	78	"    19.47"	"    24.61"	"    23.27"	"    31.96"	"    24.16"	"    21.68"	"    21.99"	" 4.2841"	" 4.6219"	" 4.5410"	" 4.9986"	" 4.5949"	" 4.4387"	" 4.4592"
"Tery_4571"	566	1557	1197	589	850	1893	797	"   155.23"	"   239.51"	"   219.33"	"   194.06"	"   154.38"	"   339.11"	"   224.66"	" 7.2783"	" 7.9040"	" 7.7770"	" 7.6004"	" 7.2705"	" 8.4057"	" 7.8117"
"Tery_4572"	122	185	191	105	147	155	111	"    33.46"	"    28.46"	"    35.00"	"    34.59"	"    26.70"	"    27.77"	"    31.29"	" 5.0647"	" 4.8313"	" 5.1296"	" 5.1129"	" 4.7393"	" 4.7958"	" 4.9681"
"Tery_4573"	110	211	159	96	164	168	103	"    30.17"	"    32.46"	"    29.13"	"    31.63"	"    29.79"	"    30.10"	"    29.03"	" 4.9154"	" 5.0209"	" 4.8651"	" 4.9836"	" 4.8971"	" 4.9120"	" 4.8602"
"Tery_4574"	27	49	37	20	29	54	19	"     7.40"	"     7.54"	"     6.78"	"     6.59"	"     5.27"	"     9.67"	"     5.36"	" 2.8904"	" 2.9160"	" 2.7633"	" 2.7223"	" 2.3998"	" 3.2755"	" 2.4238"
"Tery_4575"	17	30	27	9	25	23	18	"     4.66"	"     4.61"	"     4.95"	"     2.97"	"     4.54"	"     4.12"	"     5.07"	" 2.2241"	" 2.2094"	" 2.3095"	" 1.5730"	" 2.1861"	" 2.0462"	" 2.3459"
"Tery_4576"	33	41	65	18	43	44	27	"     9.05"	"     6.31"	"    11.91"	"     5.93"	"     7.81"	"     7.88"	"     7.61"	" 3.1796"	" 2.6592"	" 3.5753"	" 2.5706"	" 2.9672"	" 2.9804"	" 2.9300"
"Tery_4577"	31	66	67	23	63	74	43	"     8.50"	"    10.15"	"    12.28"	"     7.58"	"    11.44"	"    13.26"	"    12.12"	" 3.0895"	" 3.3452"	" 3.6190"	" 2.9237"	" 3.5176"	" 3.7297"	" 3.6006"
"Tery_4578"	27	43	43	14	23	14	30	"     7.40"	"     6.61"	"     7.88"	"     4.61"	"     4.18"	"     2.51"	"     8.46"	" 2.8904"	" 2.7278"	" 2.9798"	" 2.2087"	" 2.0661"	" 1.3323"	" 3.0818"
"Tery_4579"	417	1314	986	398	1104	727	755	"   114.36"	"   202.13"	"   180.67"	"   131.13"	"   200.52"	"   130.24"	"   212.82"	" 6.8376"	" 7.6592"	" 7.4973"	" 7.0349"	" 7.6477"	" 7.0251"	" 7.7336"
"Tery_4580"	115	364	279	141	208	491	204	"    31.54"	"    55.99"	"    51.12"	"    46.45"	"    37.78"	"    87.96"	"    57.50"	" 4.9795"	" 5.8075"	" 5.6761"	" 5.5381"	" 5.2399"	" 6.4589"	" 5.8459"
"Tery_4581"	5	11	4	3	7	2	5	"     1.37"	"     1.69"	"     0.73"	"     0.99"	"     1.27"	"     0.36"	"     1.41"	" 0.4660"	" 0.7673"	"-0.4287"	"-0.0023"	" 0.3577"	"-1.4411"	" 0.5053"
"Tery_4582"	26	39	44	16	21	50	27	"     7.13"	"     6.00"	"     8.06"	"     5.27"	"     3.81"	"     8.96"	"     7.61"	" 2.8360"	" 2.5872"	" 3.0130"	" 2.4009"	" 1.9352"	" 3.1646"	" 2.9300"
"Tery_4583"	40	104	103	39	71	74	55	"    10.97"	"    16.00"	"    18.87"	"    12.85"	"    12.90"	"    13.26"	"    15.50"	" 3.4568"	" 4.0007"	" 4.2390"	" 3.6847"	" 3.6899"	" 3.7297"	" 3.9555"
"Tery_4584"	163	280	261	108	213	296	174	"    44.70"	"    43.07"	"    47.82"	"    35.58"	"    38.69"	"    53.03"	"    49.05"	" 5.4826"	" 5.4290"	" 5.5800"	" 5.1535"	" 5.2741"	" 5.7289"	" 5.6164"
"Tery_4585"	321	540	434	334	598	561	356	"    88.03"	"    83.07"	"    79.52"	"   110.04"	"   108.61"	"   100.50"	"   100.35"	" 6.4602"	" 6.3764"	" 6.3135"	" 6.7820"	" 6.7632"	" 6.6512"	" 6.6491"
"Tery_4586"	877	1831	1543	797	1464	1596	946	"   240.52"	"   281.66"	"   282.73"	"   262.59"	"   265.90"	"   285.91"	"   266.66"	" 7.9101"	" 8.1379"	" 8.1433"	" 8.0367"	" 8.0548"	" 8.1595"	" 8.0589"
"Tery_4587"	96	176	133	93	174	175	78	"    26.33"	"    27.07"	"    24.37"	"    30.64"	"    31.60"	"    31.35"	"    21.99"	" 4.7191"	" 4.7594"	" 4.6076"	" 4.9378"	" 4.9825"	" 4.9708"	" 4.4592"
"Tery_4588"	559	1029	864	649	1136	870	672	"   153.31"	"   158.29"	"   158.31"	"   213.82"	"   206.33"	"   155.85"	"   189.43"	" 7.2604"	" 7.3065"	" 7.3067"	" 7.7404"	" 7.6889"	" 7.2841"	" 7.5656"
"Tery_4589"	715	1509	1006	715	1379	1356	851	"   196.09"	"   232.13"	"   184.33"	"   235.57"	"   250.47"	"   242.92"	"   239.88"	" 7.6154"	" 7.8588"	" 7.5262"	" 7.8801"	" 7.9685"	" 7.9244"	" 7.9063"
"Tery_4590"	743	1779	1229	678	990	1867	933	"   203.77"	"   273.66"	"   225.19"	"   223.38"	"   179.81"	"   334.46"	"   263.00"	" 7.6709"	" 8.0963"	" 7.8151"	" 7.8034"	" 7.4904"	" 8.3857"	" 8.0390"
"Tery_4591"	334	620	547	258	614	444	400	"    91.60"	"    95.37"	"   100.23"	"    85.00"	"   111.52"	"    79.54"	"   112.75"	" 6.5174"	" 6.5757"	" 6.6473"	" 6.4096"	" 6.8013"	" 6.3138"	" 6.8172"
"Tery_4592"	239	465	303	195	464	305	207	"    65.55"	"    71.53"	"    55.52"	"    64.25"	"    84.28"	"    54.64"	"    58.35"	" 6.0347"	" 6.1607"	" 5.7952"	" 6.0058"	" 6.3972"	" 5.7721"	" 5.8669"
"Tery_4593"	3047	7667	6170	2968	4710	8194	3873	"   835.64"	"  1179.41"	"  1130.54"	"   977.86"	"   855.47"	"  1467.88"	"  1091.74"	" 9.7068"	"10.2039"	"10.1428"	" 9.9335"	" 9.7406"	"10.5195"	"10.0924"
"Tery_4594"	1820	2980	2806	2310	3839	4518	2302	"   499.14"	"   458.41"	"   514.15"	"   761.07"	"   697.27"	"   809.36"	"   648.90"	" 8.9633"	" 8.8405"	" 9.0061"	" 9.5719"	" 9.4456"	" 9.6607"	" 9.3419"
"Tery_4595"	9	17	31	13	16	12	7	"     2.47"	"     2.62"	"     5.68"	"     4.28"	"     2.91"	"     2.15"	"     1.97"	" 1.3093"	" 1.3924"	" 2.5085"	" 2.1020"	" 1.5440"	" 1.1108"	" 0.9878"
"Tery_4596"	3	17	8	6	4	7	10	"     0.82"	"     2.62"	"     1.47"	"     1.98"	"     0.73"	"     1.25"	"     2.82"	"-0.2640"	" 1.3924"	" 0.5616"	" 0.9905"	"-0.4412"	" 0.3380"	" 1.5002"
"Tery_4597"	6	7	13	7	5	1	5	"     1.65"	"     1.08"	"     2.38"	"     2.31"	"     0.91"	"     0.18"	"     1.41"	" 0.7273"	" 0.1201"	" 1.2582"	" 1.2118"	"-0.1232"	"-2.4025"	" 0.5053"
"Tery_4598"	43	82	69	38	61	60	51	"    11.79"	"    12.61"	"    12.64"	"    12.52"	"    11.08"	"    10.75"	"    14.38"	" 3.5611"	" 3.6581"	" 3.6614"	" 3.6473"	" 3.4711"	" 3.4274"	" 3.8466"
"Tery_4599"	232	502	390	199	328	520	284	"    63.63"	"    77.22"	"    71.46"	"    65.56"	"    59.57"	"    93.15"	"    80.06"	" 5.9918"	" 6.2711"	" 6.1593"	" 6.0351"	" 5.8969"	" 6.5417"	" 6.3231"
"Tery_4601"	52	106	83	49	68	87	61	"    14.26"	"    16.31"	"    15.21"	"    16.14"	"    12.35"	"    15.59"	"    17.20"	" 3.8350"	" 4.0282"	" 3.9277"	" 4.0138"	" 3.6277"	" 3.9630"	" 4.1048"
"Tery_4602"	1215	2993	1992	844	2220	2201	1132	"   333.21"	"   460.41"	"   365.00"	"   278.07"	"   403.21"	"   394.29"	"   319.09"	" 8.3803"	" 8.8468"	" 8.5118"	" 8.1194"	" 8.6554"	" 8.6231"	" 8.3179"
"Tery_4603"	206	382	367	166	315	276	232	"    56.50"	"    58.76"	"    67.25"	"    54.69"	"    57.21"	"    49.44"	"    65.40"	" 5.8203"	" 5.8771"	" 6.0716"	" 5.7735"	" 5.8385"	" 5.6280"	" 6.0314"
"Tery_4604"	253	450	456	242	445	374	280	"    69.39"	"    69.22"	"    83.55"	"    79.73"	"    80.82"	"    67.00"	"    78.93"	" 6.1168"	" 6.1134"	" 6.3848"	" 6.3173"	" 6.3369"	" 6.0663"	" 6.3026"
"Tery_4605"	383	573	473	352	521	719	300	"   105.04"	"    88.14"	"    86.67"	"   115.97"	"    94.63"	"   128.80"	"    84.57"	" 6.7149"	" 6.4620"	" 6.4376"	" 6.8578"	" 6.5644"	" 7.0091"	" 6.4022"
"Tery_4606"	53	65	87	25	66	83	79	"    14.54"	"    10.00"	"    15.94"	"     8.24"	"    11.99"	"    14.87"	"    22.27"	" 3.8625"	" 3.3232"	" 3.9956"	" 3.0438"	" 3.5847"	" 3.8952"	" 4.4776"
"Tery_4608"	1254	1884	1809	964	1473	2124	1181	"   343.91"	"   289.81"	"   331.47"	"   317.61"	"   267.54"	"   380.50"	"   332.91"	" 8.4259"	" 8.1790"	" 8.3728"	" 8.3111"	" 8.0637"	" 8.5718"	" 8.3790"
"Tery_4609"	64	103	90	40	67	83	64	"    17.55"	"    15.84"	"    16.49"	"    13.18"	"    12.17"	"    14.87"	"    18.04"	" 4.1344"	" 3.9868"	" 4.0445"	" 3.7212"	" 3.6063"	" 3.8952"	" 4.1740"
"Tery_4610"	105	215	157	73	147	109	88	"    28.80"	"    33.07"	"    28.77"	"    24.05"	"    26.70"	"    19.53"	"    24.81"	" 4.8483"	" 5.0480"	" 4.8469"	" 4.5886"	" 4.7393"	" 4.2881"	" 4.6332"
"Tery_4611"	262	437	295	183	181	512	222	"    71.85"	"    67.22"	"    54.05"	"    60.29"	"    32.87"	"    91.72"	"    62.58"	" 6.1672"	" 6.0711"	" 5.7566"	" 5.9141"	" 5.0393"	" 6.5193"	" 5.9678"
"Tery_4612"	77	191	140	53	96	155	96	"    21.12"	"    29.38"	"    25.65"	"    17.46"	"    17.44"	"    27.77"	"    27.06"	" 4.4010"	" 4.8773"	" 4.6816"	" 4.1270"	" 4.1248"	" 4.7958"	" 4.7587"
