""	"HFe_d5_rep1"	"HFe_d5_rep2"	"HFe_d5_rep3"	"LFe_d5_rep1"	"LFe_d5_rep2"	"MFe_d5_rep1"	"MFe_d5_rep2"
"Tery_0890"	8.46496473862326	8.66260981318244	8.44472361813069	8.57174192297472	8.81111360286762	8.42329073735051	8.40226914621616
"Tery_0891"	12.5621111828966	12.9704247677362	12.8727735282029	13.0547673516715	13.0527659372691	13.236596556746	12.8285495333361
"Tery_0892"	10.8871453416993	11.3111822947129	11.5253582057486	11.1739418225101	11.7073561003355	11.2665940113275	11.90033112756
"Tery_0893"	5.51642776808802	5.6501098317059	5.63717602822539	5.74689174325142	5.54857667156607	6.11281305184316	5.76520895284176
"Tery_0894"	7.00530096866727	6.92410293234094	6.97748555061283	7.31232442921302	7.09193220892083	7.13302358449904	7.18391246326784
"Tery_0895"	7.88342626199916	7.95114036063491	7.9299942129951	7.98224957921527	7.70142485189353	8.24197216741786	8.14534949559723
"Tery_0896"	3.67727487750001	3.4963579441954	3.54854250028733	3.61275252613539	3.67636656575392	3.49586276649565	3.54030834079627
"Tery_0897"	2.48246444183804	2.55960439282385	2.51565057994228	2.58553519258145	2.64488868922871	2.4844386924432	2.52444479540058
"Tery_0898"	2.85871480903116	3.0430834577049	2.79108895154408	2.92835946772021	2.81815826950767	3.1122689542373	2.96930053683509
"Tery_0899"	3.61267945297646	3.62900946264955	3.60839318651115	3.46626323589484	3.53774583841481	3.4132935277879	3.70953554693743
"Tery_0900"	4.53729574979972	4.56515505718019	4.65035561338132	4.76340171031101	4.50692648861485	4.86161042440766	4.50180814338153
"Tery_0901"	6.58966143932348	6.67295077174001	6.70422128715338	6.71606122985043	6.63907005432661	6.80750798896435	6.58608551096053
"Tery_0902"	5.31274859154342	5.16214936044199	5.37939926475395	5.22474208351694	5.49223955010255	5.41658243157267	5.79403993514793
"Tery_0904"	6.03082171449347	5.73037297267518	5.8657904757111	6.09190017626368	5.75374416831787	6.12766780733423	5.83621483623472
"Tery_0905"	8.43046012516463	8.13602915805678	8.48890944459414	8.35557303502236	8.55970248807953	8.07130372136988	8.61990492948805
"Tery_0907"	7.55792522059711	7.52569893040556	7.82817045115815	7.60941516854301	7.3680429685153	7.98493516671447	8.17420507021157
"Tery_0908"	3.65363294406811	3.4626559146928	3.5399152418057	3.35714554307812	3.46924298694186	3.4192087529189	3.46106590067113
"Tery_0909"	5.90747902023094	5.89360371139269	5.98705691449488	5.98193439186309	5.95234083993129	6.03662689811158	6.13982065203354
"Tery_0910"	6.7374936403825	6.72986324828606	6.82909505697741	6.6730304060522	6.75023501671199	6.81386529866483	6.81891807496625
"Tery_0911"	4.44334967918135	4.32287679327266	4.45227761640645	4.54633311296336	4.56566270199047	4.38930890378617	4.48308436873988
"Tery_0912"	8.36334135805438	8.22608494849939	8.41664279974707	8.4498504380814	8.60339832991144	8.03873769054802	8.35808926389424
"Tery_0913"	8.39944288107279	8.05243543971145	8.41377347510928	7.88616397380477	7.94343167749523	7.92885601360546	8.38214460114302
"Tery_0914"	10.8354646536642	11.1352218140962	11.0264416163706	11.4017770113196	11.3905701426557	11.5859851298632	10.8917150527511
"Tery_0915"	9.19135903793067	9.55038915530567	9.67221323212613	9.73556071394657	9.64769755747487	10.4339561725977	9.76036573741692
"Tery_0916"	11.1633029706716	11.5154594230053	11.6371496695488	11.460951041549	11.9126909093239	11.613584566192	11.6768712899593
"Tery_0918"	7.70728528042533	7.63771446724042	7.69481235793136	7.62099880302971	7.50843104216238	7.9133973951498	7.71804918110413
"Tery_0919"	8.95187524349238	8.89189709670888	9.01736015227675	8.89192309113593	8.94429899813003	8.66453396190975	8.9169902953212
"Tery_0920"	9.92155315874741	9.86370565485092	9.88546074541973	9.88003543029391	9.87243152737679	9.73485694310766	9.73391355993384
"Tery_0921"	9.6189958979499	9.76055444006797	9.87273571208634	9.60928717812857	9.88295074145293	9.33496490238337	9.74512938471754
"Tery_0922"	8.67745435943291	8.41808913296677	8.56110345551105	8.36859597125529	8.5621584387882	8.00910608954897	8.37560341999427
"Tery_0923"	6.73786913791551	6.81928299401968	7.00145811060934	7.00700968537644	7.09198715607313	6.48852994830107	7.042665086145
"Tery_0925"	7.78168790332164	7.78457230349247	7.68839001059171	7.79628488916083	7.79396147126623	7.31776238399261	7.64881018589927
"Tery_0927"	3.03037524351514	3.11108054119163	3.06111283610129	3.06646665910264	3.1334132012015	2.97727852751907	3.26253246382143
"Tery_0929"	10.8249438412175	10.8381559731961	10.7756804712525	10.8251117193681	10.8705717671183	10.7325725119358	10.88030461885
"Tery_0930"	10.8141223652538	10.774454844665	10.8376114831965	10.9650020912349	11.0614213065087	10.6144764475266	10.7165461583598
"Tery_0931"	9.51154268783552	9.16384011009791	9.40719001914586	9.37788872726018	9.55163872919801	8.97491411393338	9.55409909902666
"Tery_0932"	4.07413267770793	4.11340344994192	4.24234234715564	4.22529656148297	4.16450214209424	3.80885649393075	4.27014628965793
"Tery_0935"	4.23829948916067	4.1159013327538	4.1340744742685	4.06194329057931	4.16790746119415	3.9621276120877	4.07149237689726
"Tery_0936"	1.29277574189405	1.10871198601364	1.21171183138826	1.14966911561142	1.14912651477532	1.14844614565683	1.14153386350388
"Tery_0937"	7.29165223394643	6.88808995986616	7.05394984670732	7.05922107320029	7.06650355920628	6.79983276830563	6.96929607838958
"Tery_0938"	8.89287229672404	8.70581470237776	8.69295595679138	8.71866177768617	8.70280427094637	8.63021864422237	8.55507114047485
"Tery_0941"	2.63336515281753	2.90887667112979	2.71828614020882	2.96336788124565	2.97717053837881	2.82597701336408	2.89596437998449
"Tery_0942"	7.56789322309519	7.65104570762376	7.5684560461646	7.59588773097917	7.75524039728601	7.34348039483682	7.57608952727188
"Tery_0943"	9.06694379701724	9.05408631781636	8.92686219932072	9.39894895952299	9.21613467876434	9.2594459282762	9.06238283486167
