""	"baseMean"	"baseMean_LFe"	"baseMean_HFe"	"baseMean_MFe"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Tery_0280"	637.163241935465	245.473905823666	987.440053001901	503.437361447608	2.00388772357172	0.245603120864751	8.1590482910648	3.37674630806215e-16	4.76900478584778e-14
"Tery_4133"	8086.24021070469	3020.22982941057	11914.2486895092	7410.23787379198	1.98012670963333	0.246557615136573	8.03109126658487	9.66094492108462e-16	1.31388850926751e-13
"Tery_3963"	1803.09520373301	836.007471594218	2539.46128224874	1665.63381809819	1.60235295173971	0.202066259874999	7.92983921576491	2.19429794278608e-15	2.87766501639661e-13
"Tery_4136"	30722.431022931	11464.6834512723	47114.7237445712	25391.7395121295	2.03917242268711	0.258167320079134	7.8986465911412	2.8194805165532e-15	3.57004567475288e-13
"Tery_3064"	175.695913857044	33.4452920440443	330.502614477093	85.7364847399694	3.363017106083	0.431003917064283	7.80275299813902	6.05710330208014e-15	7.4138944417461e-13
"Tery_3817"	2304.04238943907	4873.94634018346	691.200852422412	2153.40074421967	-2.8177182686744	0.362597628938027	-7.77092303920163	7.79162310817297e-15	8.94088751662849e-13
"Tery_4142"	5329.80802830754	2200.78204550887	8151.70523867608	4225.98819555338	1.88814502317734	0.242925906090153	7.77251407051098	7.69434547502331e-15	8.94088751662849e-13
"Tery_3825"	3455.91941147207	7390.68308269987	1117.2790934686	3029.11621724949	-2.72580276953158	0.356149688154619	-7.65353125438706	1.95534086873009e-14	2.17576111211421e-12
"Tery_3821"	3735.66094253573	8626.53408679301	1184.98864426642	2670.79624568241	-2.86460393345393	0.375508070322606	-7.62860817077219	2.37301684543988e-14	2.48963367327293e-12
"Tery_4137"	29002.4049465404	12055.8159837024	43118.6759129415	24774.5874597769	1.83874542695999	0.240978168991108	7.63034026965257	2.34134897674101e-14	2.48963367327293e-12
"Tery_1046"	25349.2545798152	46703.8552868979	15937.6081990847	18112.1234438281	-1.55120058877971	0.20407660050316	-7.60107030867408	2.93691483404089e-14	2.99565313072171e-12
"Tery_0830"	373.979511172058	609.726267657028	139.324724435355	490.214934792141	-2.12223524679493	0.282640176298349	-7.5086113891846	5.97578279036768e-14	5.93056065033247e-12
"Tery_0277"	1173.3983128901	508.562923917884	1749.00334588528	974.826152369559	1.7795683242945	0.237651508897573	7.48814233307263	6.98552502316192e-14	6.5771404833463e-12
"Tery_3368"	316.463735557938	99.0948107157251	499.184574653561	259.751401756715	2.3300472120585	0.311055159022781	7.4907846549745	6.84630684900472e-14	6.5771404833463e-12
"Tery_3826"	12753.7545246831	26262.2033222253	5122.12825410943	10692.7451330016	-2.3582059968451	0.315567062182186	-7.47291552083354	7.84372070741528e-14	7.20053560940723e-12
"Tery_3063"	57.8315052857663	6.72531621418562	111.398318136189	28.587475081713	4.01559485164653	0.542206893898966	7.40601954130592	1.30146664500442e-13	1.16560622450152e-11
"Tery_3061"	64.4459432896028	2.74185341067064	124.392449391065	36.2302740163422	5.53097519571705	0.747798152082912	7.39634777153582	1.39981108423674e-13	1.22383483364697e-11
"Tery_3062"	56.8826632376994	9.38955203853985	107.813437371198	27.9796132366111	3.54464467805677	0.480911730325979	7.37067626870753	1.69764635845493e-13	1.44971102982477e-11
"Tery_3033"	2027.24715401106	3191.9320557829	924.52743239742	2516.64183465967	-1.78835562087612	0.243995263355489	-7.32946859821036	2.31067111973315e-13	1.92836007992275e-11
"Tery_2334"	555.43083886788	255.25127380557	754.843459280242	556.491473311649	1.56549841216789	0.215727959511932	7.25681740887789	3.96304090788966e-13	3.23384138083796e-11
"Tery_4134"	4244.03458363833	1715.57548735499	6197.2203297811	3842.71506070751	1.85223381421153	0.255855171469807	7.23938392009445	4.50727461185581e-13	3.59798095102925e-11
"Tery_3034"	468.683905170223	873.231331454607	184.546218909777	490.343008276509	-2.24039791344078	0.309614592906641	-7.23608629815565	4.61817528537876e-13	3.60807226551294e-11
"Tery_0278"	455.909574723849	154.553091607887	712.780485050053	371.959692350506	2.19390682220734	0.307199942817227	7.14162509956143	9.22338773132585e-13	7.05589161446427e-11
"Tery_3222"	438.940013297593	635.075724763879	213.538728462705	580.906229083639	-1.57145045363679	0.220732720139979	-7.11924563173166	1.08519362690391e-12	8.1323081591656e-11
"Tery_4140"	2174.8591242742	964.072080190105	3199.95936799582	1847.99580277586	1.7313042551089	0.243283333969741	7.11641125127067	1.10773446988329e-12	8.13520194682289e-11
