""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Tery_3033"	2027.24715401106	-1.78835562087612	0.243995263355489	-7.32946859821036	2.31067111973315e-13	1.92836007992275e-11
"Tery_2334"	555.43083886788	1.56549841216789	0.215727959511932	7.25681740887789	3.96304090788966e-13	3.23384138083796e-11
"Tery_4134"	4244.03458363833	1.85223381421153	0.255855171469807	7.23938392009445	4.50727461185581e-13	3.59798095102925e-11
"Tery_3034"	468.683905170223	-2.24039791344078	0.309614592906641	-7.23608629815565	4.61817528537876e-13	3.60807226551294e-11
"Tery_0278"	455.909574723849	2.19390682220734	0.307199942817227	7.14162509956143	9.22338773132585e-13	7.05589161446427e-11
"Tery_3222"	438.940013297593	-1.57145045363679	0.220732720139979	-7.11924563173166	1.08519362690391e-12	8.1323081591656e-11
"Tery_4140"	2174.8591242742	1.7313042551089	0.243283333969741	7.11641125127067	1.10773446988329e-12	8.13520194682289e-11
"Tery_0174"	1394.94255459424	-1.62768607250514	0.232349528061857	-7.00533410195614	2.46397139151962e-12	1.77405940189413e-10
"Tery_4357"	244.061597789548	-1.9643420658013	0.286395580732145	-6.85884209798082	6.94209187406056e-12	4.90218487722123e-10
"Tery_0276"	379.32981914455	1.73111721207575	0.257255417702509	6.72917689172873	1.70625523905029e-11	1.18214513920616e-09
"Tery_3816"	2179.54719749705	-2.31162026666475	0.34557068734955	-6.68928341230086	2.24266033385886e-11	1.52500902702402e-09
"Tery_1657"	122.797637838762	-1.65374601783643	0.247423218155903	-6.68387562881992	2.3270432013905e-11	1.55361866100108e-09
"Tery_0279"	309.662436917325	1.99799851011702	0.304461309580678	6.56240529500702	5.29466681952362e-11	3.47178867165906e-09
"Tery_1666"	12365.3129729027	-2.11748903739647	0.325697256768692	-6.50140273947808	7.95744774152993e-11	5.12627159770139e-09
"Tery_4144"	813.159979366731	1.93746329912166	0.298425435015329	6.49228608487123	8.45435163499758e-11	5.35247917305364e-09
"Tery_3823"	435.361014050554	-2.27800581253293	0.352172776456264	-6.46843244232375	9.90247709366669e-11	6.16303320134645e-09
"Tery_3377"	3356.41372837305	-1.88277575392183	0.291610983703905	-6.45646377927095	1.07177818600609e-10	6.55928249835724e-09
"Tery_4282"	5187.10469189675	1.74118537196092	0.270964224325303	6.42588657708022	1.3110313338764e-10	7.89197878359694e-09
"Tery_0182"	4393.77095427414	-1.78798197695572	0.278525803324619	-6.41944823644164	1.36769151150142e-10	8.10026327456968e-09
"Tery_0409"	1530.94906619473	-1.85467777658237	0.298982862447644	-6.20329125689321	5.52943677614606e-10	3.2228717209537e-08
"Tery_1532"	3086.93723398466	1.16647428404049	0.188245803467727	6.19654867493753	5.77146870013746e-10	3.31138016670386e-08
"Tery_1530"	3310.4096632854	1.34153661719301	0.216793847330252	6.18807514010943	6.09032982899078e-10	3.44056786646987e-08
"Tery_0107"	3144.86268305658	1.19281826358062	0.194986063339678	6.11745395106858	9.5082223565561e-10	5.2110735064588e-08
"Tery_1661"	125.705232685884	-1.50869013705803	0.246572371563194	-6.11865038849808	9.43711940089258e-10	5.2110735064588e-08
"Tery_4145"	6863.27774145899	2.05150461810658	0.335604738455703	6.11285951308869	9.78615174861774e-10	5.28452194425358e-08
"Tery_0275"	338.468166154858	1.70258170052407	0.279140935947493	6.09936229791939	1.06492453686512e-09	5.66725057879524e-08
"Tery_1966"	817.906410152454	-1.39597468403454	0.230351772012203	-6.06018643503462	1.359638623275e-09	7.13227574952259e-08
"Tery_0846"	87.955092234098	1.83368971534901	0.305358076652518	6.0050473707812	1.91276050614531e-09	9.89247405431769e-08
"Tery_0172"	275.769305038748	-1.2550650969386	0.211224072857021	-5.94186581085461	2.81796059860452e-09	1.4371599052883e-07
"Tery_3372"	6686.15184138938	-1.5103194150953	0.254782380891155	-5.92788013760074	3.06870352992712e-09	1.543599912588e-07
"Tery_1204"	4526.84808678806	1.46125957525259	0.24901984171819	5.86804475165584	4.40964247080827e-09	2.18813610173081e-07
"Tery_1887"	580.984152902542	1.50601955639452	0.256925567412781	5.86169594392653	4.58163404878153e-09	2.24316803028344e-07
"Tery_4356"	227.761064200862	-1.99734189355521	0.347845540140518	-5.74203680388815	9.35444836586958e-09	4.51967557887804e-07
"Tery_0848"	62.7341094388287	2.23036698818569	0.391451809665596	5.69767959456113	1.21449018820087e-08	5.79169866373196e-07
"Tery_2622"	267.337605653272	-1.24520856051221	0.219483481476267	-5.67335888849959	1.40024449039119e-08	6.59192021630312e-07
"Tery_3679"	114.956315930328	-1.42480395471121	0.25245603683882	-5.64377058497863	1.66365726723633e-08	7.73284744973644e-07
"Tery_0424"	228.090242469345	-1.95679031702385	0.347168710622087	-5.63642476165984	1.73616836899127e-08	7.96901281366993e-07
"Tery_2559"	3549.07417420557	-1.3041868919906	0.231550341678609	-5.63241186575663	1.77706666114304e-08	8.05603553051514e-07
"Tery_1567"	955.810436489795	1.08433658860842	0.193635869682411	5.59987460167828	2.14506917668724e-08	9.60572441072627e-07
"Tery_4355"	737.678134399141	-2.03897450746569	0.366608592602304	-5.56172045230146	2.67127954533307e-08	1.18179981812808e-06
"Tery_1823"	5786.24934266481	1.06475274020471	0.192833160592379	5.52162676239823	3.35875366240935e-08	1.46825517242466e-06
"Tery_0041"	237.099269944091	1.41411361552139	0.256478267544756	5.51358065951776	3.51605783231294e-08	1.51893698355919e-06
"Tery_2227"	67.9309180550182	-1.72057952323945	0.315211023289724	-5.45850048415976	4.80172555622085e-08	2.05022514447011e-06
"Tery_4617"	2999.56738539787	-1.14981040315042	0.215653406874456	-5.3317516278321	9.72699186802975e-08	4.10546139533394e-06
"Tery_4139"	2792.32140903615	1.62532373669465	0.305983015902577	5.31181030391617	1.08541556871468e-07	4.52914314581854e-06
"Tery_0419"	748.721413403968	-1.6370286382518	0.308313176481789	-5.30962917943435	1.09848502810985e-07	4.53217643058357e-06
"Tery_4741"	759.025836038474	1.12310411120521	0.212543110328071	5.28412381597148	1.26307806658639e-07	5.15335851167246e-06
"Tery_2566"	129.67809288851	1.47879288284	0.283606001619441	5.21425101865201	1.84561408744134e-07	7.44735706492811e-06
"Tery_1886"	172.389790147584	4.23875349593239	0.823731837294344	5.14579296807943	2.66393094082445e-07	1.06325591464211e-05
"Tery_1780"	419.73264995203	1.08982610659219	0.212802914769191	5.1212931353606	3.03447503243759e-07	1.198128206356e-05
"Tery_3369"	385.2653639647	1.45560033766984	0.288943916107856	5.03765698643918	4.71265003673893e-07	1.84094158881972e-05
"Tery_4005"	2370.98387084709	1.01505244121952	0.20451871785824	4.96312734525892	6.93670674208256e-07	2.68121970072918e-05
"Tery_0459"	285.833168152926	-1.4225042647023	0.29140438015432	-4.88154729846194	1.05256669564829e-06	4.02606761085471e-05
"Tery_1531"	2713.73539079642	1.00091688133413	0.205714669587804	4.86555909376661	1.14133701758976e-06	4.32060776143259e-05
"Tery_3119"	176.12065611458	1.16238932421554	0.244169457033951	4.7605844659511	1.9303312433101e-06	7.23283298513745e-05
"Tery_2606"	4883.93038100894	1.02346887963485	0.216809020972214	4.72060099273274	2.35148817819552e-06	8.72188342457975e-05
"Tery_5038"	480.95338681515	0.944018653302333	0.200335951169347	4.7121779580358	2.45083205579436e-06	8.99945530887688e-05
"Tery_2777"	687.803474244616	-1.07864010575632	0.232625241632563	-4.63681455282509	3.53819585681922e-06	0.000128636189962774
"Tery_2404"	372.851319869988	-0.935678020224492	0.202551712317424	-4.61945253150053	3.84753887568159e-06	0.000138511399524537
"Tery_1669"	503.774037796225	-1.22472454854917	0.266850970279277	-4.5895450455639	4.44213132593106e-06	0.000156841406046335
"Tery_4131"	321.403160513625	1.37775941778904	0.300069355076125	4.591469920144	4.4013508416095e-06	0.000156841406046335
"Tery_0849"	237.746742260987	1.07137675977995	0.234737278580568	4.56415259756971	5.01515914972747e-06	0.000175387279979041
"Tery_2561"	520.932796052882	3.22486269229464	0.709088206562888	4.54790061722545	5.41837102688309e-06	0.000187431422790398
"Tery_3366"	209.814406978629	1.24712841684116	0.274321708820623	4.54622575151953	5.46164548980736e-06	0.000187431422790398
"Tery_3108"	619.110961321895	0.910993077747521	0.201026139938325	4.53171452243483	5.85068815029438e-06	0.000198923397110009
"Tery_4163"	729.461269864291	-0.920401845723019	0.203583290318606	-4.52100879341619	6.15456312809255e-06	0.000207335374370237
"Tery_2902"	226.14603953986	1.06478944800613	0.236064437505735	4.51058812270383	6.46481376948464e-06	0.000215807237832251
"Tery_3022"	91.3620730511968	1.42853592725223	0.321599078208196	4.4419776798223	8.91358081744252e-06	0.000294870889744585
"Tery_4370"	588.403411371219	-0.915339359472035	0.207492780790279	-4.41142750116787	1.02691339119078e-05	0.000336680890397547
"Tery_1958"	821.237328170394	1.06988784717425	0.242934029473441	4.40402626792646	1.06260068353738e-05	0.000345298204420288
"Tery_3243"	907.952523306984	0.956371330398106	0.217639018989347	4.39430086957395	1.11129816124314e-05	0.000357954986674107
"Tery_2985"	1156.36600695507	1.04025900357369	0.239435393480961	4.34463338293556	1.39508456460455e-05	0.000445456567063296
"Tery_0697"	546.117299888497	0.948372143298789	0.218649948192323	4.33739935060312	1.44178521426123e-05	0.000456399595410969
"Tery_1891"	4526.9361458189	-0.9844727524973	0.227295049778724	-4.33125469936852	1.48262058759651e-05	0.00046531476903029
"Tery_0192"	956.049223764127	-0.953186125549567	0.220288640884287	-4.32698718246781	1.51162754321663e-05	0.000469695709227772
"Tery_4353"	174.434338416502	-0.977436326672105	0.225972979443048	-4.32545665008789	1.52216202064556e-05	0.000469695709227772
"Tery_1945"	757.879087986051	1.00597334050837	0.235431712680546	4.27288800244748	1.92957388062401e-05	0.000585569858648874
"Tery_2405"	560.90756004173	-0.825959310358961	0.193288820515328	-4.27318718256373	1.92698558512203e-05	0.000585569858648874
"Tery_0998"	31843.7929590558	1.11437535653962	0.261225944080286	4.26594441246281	1.99058342239607e-05	0.000599132977626097
"Tery_1093"	499.483604169856	0.933469067688899	0.219001832267168	4.26238017292078	2.02260960893358e-05	0.000603822966179196
"Tery_2370"	634.020466797681	-0.850712530948101	0.199679498680548	-4.26038995775471	2.04070538172052e-05	0.000604312109812722
"Tery_1765"	1265.95567193088	0.92685313169512	0.218339469904763	4.24500953537811	2.18584125599019e-05	0.000642112727359677
"Tery_0331"	670.363407631458	0.807253421190449	0.190751502130731	4.23196363946429	2.31659866053759e-05	0.00066457424074172
"Tery_2218"	1647.69587407255	-0.84877442175196	0.200509827948954	-4.23308139273873	2.30511032483612e-05	0.00066457424074172
"Tery_2621"	64.1108106853675	-1.26605221737457	0.298930592553858	-4.23527149415617	2.28275733086554e-05	0.00066457424074172
"Tery_0149"	3976.23588843492	1.07529403632439	0.25492208440975	4.21812821283859	2.46338740167576e-05	0.00070120608829096
"Tery_2062"	7961.89156106877	1.19131131547317	0.283225248714984	4.20623274541463	2.59662820818769e-05	0.000733447598497322
"Tery_1881"	728.921016980932	1.20540260985604	0.288253883722234	4.18173935521918	2.89287490729929e-05	0.000810888294626183
"Tery_4148"	115.065446407788	1.32293337118342	0.317181784158399	4.1708995826909	3.03399545374812e-05	0.000844002371679022
"Tery_0664"	773.600680099559	0.939479005101046	0.226654199164351	4.14498830626038	3.3983105187837e-05	0.000938240317667198
"Tery_4320"	295.315863975137	-1.03052703900733	0.248858812817358	-4.14101082995867	3.457786323119e-05	0.000947536670036788
"Tery_3834"	5898.06417417533	0.895834084094704	0.216592380629979	4.1360369256254	3.533553555221e-05	0.000961126567020112
"Tery_4130"	220.812584303667	1.48253289124586	0.358732451512338	4.13269801768931	3.58529650468616e-05	0.000968030056265262
"Tery_2121"	3270.0191867047	-0.753370195142806	0.184382415498591	-4.08591130073661	4.39041498215076e-05	0.00116963859091932
"Tery_3157"	423.198066605883	0.849875098261475	0.208015578285077	4.08563197654725	4.39570058678828e-05	0.00116963859091932
"Tery_1825"	122.20036406448	-1.33860371375117	0.328981182768045	-4.06893702092067	4.7228109864109e-05	0.00124763754979143
"Tery_0262"	6335.33884879966	0.860982656788679	0.212361700506652	4.05432172908084	5.02799771376849e-05	0.00131877197178271
"Tery_2464"	734.204859019983	0.877910073845949	0.216851444939118	4.04844004656011	5.15601376351656e-05	0.00134275762692431
"Tery_4032"	1004.0185987181	1.2142976864851	0.300707755529104	4.03813225351804	5.38784758507819e-05	0.00139325185439487
"Tery_0844"	170.493759353574	1.09440410429879	0.271138947970541	4.03632201308718	5.42956815995871e-05	0.00139422197785793
"Tery_2217"	218.829278381765	-1.01110787611014	0.250839284107676	-4.03089922580114	5.55638647224596e-05	0.00141687855042272
"Tery_4503"	3230.94057074821	0.852875786797809	0.211812669809515	4.02655699285981	5.65995253606136e-05	0.00143333418706326
"Tery_0600"	13771.532671911	-0.849250882123827	0.211067320612039	-4.02360194681595	5.73147570986956e-05	0.00144150539771514
"Tery_2686"	4675.46298679682	1.13141115798169	0.281806148004378	4.01485619101578	5.94820515637225e-05	0.0014705501043273
"Tery_2694"	128.134871487122	1.07305337205878	0.267320501706975	4.01410802840335	5.96710145819086e-05	0.0014705501043273
"Tery_4087"	336.428926690159	1.00941061692046	0.251435130760748	4.01459658348601	5.9547556203487e-05	0.0014705501043273
"Tery_1670"	43.4303783651144	-1.46554403797845	0.368618012316199	-3.97577977475858	7.01490196345914e-05	0.0017172480006548
"Tery_2245"	313.363529264038	-0.883897078625212	0.222516073564328	-3.97228417914575	7.11867231991543e-05	0.00173111024892248
"Tery_1890"	1049.28542270045	-0.863954441143294	0.218903578330013	-3.94673512299018	7.92241189840468e-05	0.00191388792703566
"Tery_1001"	291.060540795773	0.935680482726024	0.237986471353385	3.93165408691083	8.43633964183527e-05	0.00202472151404046
"Tery_4984"	871.750948631706	-0.741920799706608	0.188792592303767	-3.92981944181823	8.50096723358031e-05	0.00202698387543551
"Tery_0845"	1162.54877299885	0.940243196318911	0.240151611108483	3.91520669788127	9.0326790968487e-05	0.00213987081571796
"Tery_0169"	1274.18683215443	0.978612665823367	0.253115132725368	3.8662748263462	0.000110510401474325	0.00260124483470334
"Tery_1068"	299.35896631324	-1.23323289489452	0.320163016183004	-3.85189054500163	0.000117209414066953	0.00272400612945476
"Tery_3865"	834.702027995594	1.02616493092089	0.26639458458602	3.85204876636497	0.000117133687888967	0.00272400612945476
"Tery_4821"	410.038164186536	0.909593030604608	0.236921879386621	3.83921076837436	0.000123430439152783	0.00285054448156616
"Tery_4461"	251.567723422166	0.903196760409439	0.235411889480208	3.83666586425905	0.000124715974629629	0.00286223161774999
"Tery_3367"	214.994750558778	1.06972689674082	0.280467234942981	3.81408864731844	0.000136686401544609	0.00311746873584971
"Tery_2984"	2498.63886777644	0.913188669271242	0.240266615745947	3.80073056107315	0.00014427010932924	0.00327012247812944
"Tery_1779"	588.4183350709	0.896474996689042	0.236475249093095	3.7909886980862	0.000150048782809859	0.00337010180943169
"Tery_2552"	659.390106536732	0.988784689738525	0.260878211635289	3.79021568547417	0.000150516529615141	0.00337010180943169
"Tery_0675"	1366.82237598475	1.11160201549643	0.295207436409842	3.76549462647401	0.000166219698544863	0.0036768598376912
"Tery_3104"	776.769194343942	0.848020203395783	0.225124957996813	3.76688667014782	0.00016529598943455	0.0036768598376912
"Tery_3360"	37.0559846136264	1.79031137903205	0.478723439415599	3.7397612726412	0.000184195105656234	0.0040500863950281
"Tery_0702"	179.535504253048	0.875329975621361	0.236388913516801	3.70292313035716	0.000213129475549174	0.00465840139414623
"Tery_0972"	282.322860537215	0.95554266813516	0.258234620127664	3.70028878259146	0.000215354259688298	0.00467917657736942
"Tery_3251"	663.200326567688	-0.715433950722599	0.194016285681705	-3.68749431630863	0.000226473150512368	0.00489182005106715
"Tery_3815"	14051.1721256113	-1.03117312126452	0.281382431438672	-3.66466774770643	0.000247659876446782	0.00531816997843616
"Tery_4129"	350.642097770679	0.92571215300753	0.253020477526913	3.65864518973198	0.000253552083929833	0.00541304216389737
"Tery_0425"	3250.95967267308	0.705775588018889	0.19412200686268	3.6357319781788	0.000277192419860368	0.0058769957598754
"Tery_2286"	482.775436649705	0.862539964689689	0.237317991165383	3.63453255462877	0.00027848509319671	0.0058769957598754
"Tery_2580"	479.633803903163	-0.766393100651907	0.211051883191349	-3.63130188209248	0.000281995092378942	0.00591706273837415
"Tery_0183"	2372.63396481874	-0.997097859902701	0.274702989678482	-3.62973064497668	0.000283717123176038	0.00591937088808187
"Tery_1668"	120.918209483505	-0.93113469219939	0.256656879030144	-3.62793584850702	0.000285696222434833	0.00592698603830908
"Tery_0483"	1462.42395895889	0.791733549806384	0.218540847204469	3.62281724416319	0.000291411720501793	0.00601064704598395
"Tery_2977"	862.303570308668	-1.29405771976443	0.357335406761384	-3.62140917266718	0.000293002674627213	0.00601064704598395
"Tery_0093"	162.881813340608	-0.902542006396661	0.250471307625825	-3.60337483343583	0.000314112041925612	0.00640788565528248
"Tery_2220"	4039.55689529893	-0.767630179832929	0.213272119273765	-3.59929925414943	0.000319075838328305	0.0064731849632129
"Tery_2226"	291.235429414759	-1.14969188286564	0.320285538703441	-3.58958411772117	0.000331205943727175	0.00668235288662739
"Tery_1296"	2118.6017529035	0.640057720723558	0.178949541282908	3.5767497146677	0.000347892976049805	0.0069806721751633
"Tery_0332"	98.8768798734366	1.07191220697894	0.300285809669211	3.56963989793504	0.000357472276977468	0.00713390326663729
"Tery_2289"	1347.60056780979	0.811877229436674	0.228015902521703	3.56061669584382	0.000369984838169176	0.0073436990581471
"Tery_1781"	515.109515994401	0.762839591339283	0.214570338632397	3.55519591478198	0.000377697547067556	0.00745648060662401
"Tery_3828"	75.3873963420001	-1.02599269796614	0.288900470533311	-3.55137080971921	0.000383230079316862	0.00752524519385837
"Tery_1778"	889.362837299677	0.751438099812677	0.211918791041074	3.54587762661894	0.00039130787858838	0.00756253963250807
"Tery_4957"	746.361608176268	0.738600315995829	0.208283428811275	3.54613096304014	0.000390931871099176	0.00756253963250807
"Tery_4981"	299.104972301235	-0.798693322970657	0.225070336074886	-3.54863878065616	0.000387227882841456	0.00756253963250807
"Tery_2335"	222.93585228069	0.935631736860211	0.264979215465403	3.53096274066965	0.000414050068315081	0.00795833095753689
"Tery_3364"	85.0984317949413	1.13071166789362	0.320347382680553	3.52964228529738	0.000416121880132648	0.00795833095753689
"Tery_0774"	565.446427956491	0.910184143227522	0.259228849638599	3.51112210117217	0.00044621939244681	0.00844596705703446
"Tery_2080"	485.005012961087	1.25992193430806	0.35883369345527	3.51115839255801	0.000446158476717715	0.00844596705703446
"Tery_3770"	714.104955369871	0.706003834436969	0.201326902291584	3.5067535754087	0.000453609011196191	0.00854180661083289
"Tery_3007"	1771.29600775377	1.05298599561085	0.300625635614124	3.50264871277458	0.000460656554386235	0.00863025952911354
"Tery_1069"	286.184172989707	-1.00385804061543	0.28765610312359	-3.48978530166672	0.000483408747858405	0.00899257672871708
"Tery_2991"	631.916995784518	0.874834481310073	0.250743235296036	3.48896543620494	0.000484893843215136	0.00899257672871708
"Tery_4742"	250.86748330017	0.777802920882031	0.223469591306296	3.48057611031267	0.000500336646756982	0.00923234254719417
"Tery_3650"	17136.2777501279	1.03767448054157	0.298289419720146	3.47875054205781	0.000503757289083202	0.00924898382756759
"Tery_2481"	470.627128824829	-0.797623184966065	0.230113231195701	-3.46622043774494	0.000527830330963362	0.00964275112088291
"Tery_4354"	286.152516900742	-0.938873455081813	0.271055449860277	-3.46376896522752	0.000532663785385035	0.00968287831650421
"Tery_0693"	65.232834614154	1.15994142519021	0.33638455380302	3.44826007043548	0.000564210490375855	0.0101273703356543
"Tery_1892"	5969.31554460422	-0.849425900067326	0.246374930114924	-3.4476961583352	0.000565389683771551	0.0101273703356543
"Tery_2631"	55.5883480834345	-1.26074026306911	0.365424375451279	-3.45007160924109	0.000560437870928179	0.0101273703356543
"Tery_2536"	1499.52849771602	0.752562437692926	0.219846671793861	3.42312408712999	0.000619058105769287	0.0109287565595424
"Tery_2668"	104.001438420757	0.957473990907105	0.279619447842743	3.42420385382345	0.00061660348580386	0.0109287565595424
"Tery_4657"	268.48628772798	0.810175802503269	0.23662268342408	3.42391435503779	0.00061726070966373	0.0109287565595424
"Tery_2976"	128.572147532928	-0.98423380747121	0.287729422183491	-3.42069226011771	0.000624619682332618	0.0109741792991645
"Tery_4616"	7025.72149777149	-0.655008134433556	0.192590541216906	-3.40104000069167	0.000671300040321322	0.0117381607050471
"Tery_0627"	222.919076411727	-0.779091136844892	0.2293703916055	-3.39665085537662	0.000682159448241306	0.0118715141892989
"Tery_0144"	117.903670687587	0.880953590305135	0.259602721912035	3.3934682341414	0.000690135622320416	0.011953669835663
"Tery_4498"	421.558258434378	-1.13492144647856	0.334686457504998	-3.39099901125104	0.000696383523537053	0.0120052596170331
"Tery_0190"	533.67503349681	-0.906810136560827	0.268072788107719	-3.38270117963799	0.000717766848490324	0.0122587900821231
"Tery_3363"	63.1458915644936	1.13012440800752	0.333991222166382	3.38369493867876	0.000715174175756964	0.0122587900821231
"Tery_4966"	2211.26408384407	0.719324400553447	0.213000353234988	3.37710426123034	0.000732532778398394	0.0124530572327727
"Tery_3004"	699.923867356268	0.810472750839995	0.240705266727595	3.36707526951292	0.000759699500346903	0.0128553758768379
"Tery_2045"	91.8514790539807	-1.15846220452569	0.344534525788017	-3.3623980118569	0.000772686631700242	0.0130151619798316
"Tery_4621"	524.771093015377	0.659188956050298	0.196511941849397	3.35444731677166	0.00079523694503144	0.0133338359002532
"Tery_4132"	1350.1205459586	0.917990194259764	0.273850910977783	3.35215315144319	0.000801856472771275	0.0133837134909824
"Tery_0324"	1612.00787366533	0.650873621349567	0.1949165445013	3.33924256155293	0.000840071756919015	0.0139581153457313
"Tery_2771"	128.99948643769	0.861657879757927	0.258349730127589	3.33523816468624	0.000852263720999457	0.0140969026284235
"Tery_3773"	873.03610215005	0.787763735960074	0.237955517747277	3.3105504063021	0.000931126802798817	0.0153322763223195
"Tery_1554"	56.2616175323376	1.30924635457973	0.397072313189118	3.29724916870786	0.000976368411124812	0.0160054678823674
"Tery_3362"	158.799701926803	1.13414544810655	0.345860436590686	3.27919972369887	0.00104101931263015	0.016989435182124
"Tery_0108"	76.7219267112468	0.987816165588662	0.301604518102688	3.27520347441326	0.00105585894537403	0.0171553718912099
